Exposure,Outcome,G_hat
ENSG00000133226,ENSG00000140990,0.024211657891268456
ENSG00000133226,ENSG00000103363,-0.018283294409258206
ENSG00000133226,ENSG00000134419,-0.05659926556878881
ENSG00000133226,ENSG00000140740,0.02163182205305489
ENSG00000133226,ENSG00000004779,0.025233742662145363
ENSG00000133226,ENSG00000149923,-0.058598071960414715
ENSG00000133226,ENSG00000070770,-0.018910249842996746
ENSG00000133226,ENSG00000167526,-0.09464521575439287
ENSG00000133226,ENSG00000132507,-0.07280739457446309
ENSG00000133226,ENSG00000161970,-0.06013279330873389
ENSG00000133226,ENSG00000159199,0.2255033180507037
ENSG00000133226,ENSG00000172809,-0.2364728612957825
ENSG00000133226,ENSG00000101557,-0.01833024830475236
ENSG00000133226,ENSG00000152234,0.024320300095346768
ENSG00000133226,ENSG00000172270,-0.05814016898815283
ENSG00000133226,ENSG00000099624,0.05140543758363598
ENSG00000133226,ENSG00000167658,-0.08323686643384359
ENSG00000133226,ENSG00000267855,0.05189613787080698
ENSG00000133226,ENSG00000130816,-0.12053023025348149
ENSG00000133226,ENSG00000167815,0.0232423371011602
ENSG00000133226,ENSG00000105640,0.042570856904063786
ENSG00000133226,ENSG00000178982,0.022556300091505624
ENSG00000133226,ENSG00000105372,-0.07561254210095468
ENSG00000133226,ENSG00000142534,0.02214638957542675
ENSG00000133226,ENSG00000170906,0.020806300262016363
ENSG00000133226,ENSG00000101444,-0.02056153425982504
ENSG00000133226,ENSG00000198900,-0.03159336141336741
ENSG00000133226,ENSG00000183527,0.0318343813611448
ENSG00000133226,ENSG00000093009,0.0413916538551474
ENSG00000133226,ENSG00000203618,0.02490041991615894
ENSG00000133226,ENSG00000099901,0.05954535811605731
ENSG00000133226,ENSG00000100030,-0.07011188815094156
ENSG00000133226,ENSG00000100316,0.17710298581610506
ENSG00000133226,ENSG00000239900,0.050426107984489876
ENSG00000183726,ENSG00000204435,0.0150961614400401
ENSG00000183726,ENSG00000188612,0.04085013537259151
ENSG00000117632,ENSG00000133226,0.033423166209182245
ENSG00000117632,ENSG00000162521,0.016941466002327838
ENSG00000117632,ENSG00000122406,0.023695710926044555
ENSG00000117632,ENSG00000171865,-0.021103704359991995
ENSG00000117632,ENSG00000152082,-0.026061236597427602
ENSG00000117632,ENSG00000010256,0.028494178736266175
ENSG00000117632,ENSG00000114686,-0.030751001798164066
ENSG00000117632,ENSG00000091527,-0.016794382433536835
ENSG00000117632,ENSG00000163950,0.11161274958196768
ENSG00000117632,ENSG00000145337,-0.01599237578054008
ENSG00000117632,ENSG00000121211,0.01888708695706993
ENSG00000117632,ENSG00000113558,0.02279552808451809
ENSG00000117632,ENSG00000196230,0.16390670758152653
ENSG00000117632,ENSG00000198755,-0.05064116857157736
ENSG00000117632,ENSG00000112306,-0.03798829406880882
ENSG00000117632,ENSG00000106028,0.042696635636914726
ENSG00000117632,ENSG00000156467,-0.03583638020990072
ENSG00000117632,ENSG00000120533,0.06270940169183518
ENSG00000117632,ENSG00000156802,0.03448808820211397
ENSG00000117632,ENSG00000161016,-0.024038574226557165
ENSG00000117632,ENSG00000137154,-0.04019896948861449
ENSG00000117632,ENSG00000180817,-0.027879691551532682
ENSG00000117632,ENSG00000167996,0.0349733333547198
ENSG00000117632,ENSG00000174718,0.04841738012690403
ENSG00000117632,ENSG00000123416,0.16701090357567477
ENSG00000117632,ENSG00000167553,0.046016760732981596
ENSG00000117632,ENSG00000129534,0.027885355394523192
ENSG00000117632,ENSG00000170540,0.029518485453577645
ENSG00000117632,ENSG00000089280,0.05203388405709548
ENSG00000117632,ENSG00000153774,0.040375271003554654
ENSG00000117632,ENSG00000108298,-0.01690436611785715
ENSG00000117632,ENSG00000169750,-0.016275348366489605
ENSG00000117632,ENSG00000134779,0.015530313782542536
ENSG00000117632,ENSG00000115286,0.019110032634267537
ENSG00000117632,ENSG00000105669,0.022686710727604805
ENSG00000117632,ENSG00000108107,-0.020914336467281015
ENSG00000117632,ENSG00000128245,0.023059674511672654
ENSG00000117632,ENSG00000100129,-0.019769496237668365
ENSG00000117632,ENSG00000173674,-0.01804832489021272
ENSG00000117632,ENSG00000126756,0.036042746969088775
ENSG00000198830,ENSG00000124795,0.016994349781472858
